Tweet,Author,Date
"MATT HENDRICKS JOINS THE GREEN ZONE

The Winnipeg Jets traded for him at the Trade Deadline on Monday. Today, Matt Hendricks joins us on the show to discuss coming back to Winnipeg for a Stanley Cup run. https://t.co/sLkRP8UwoD",The Green Zone,2019-02-28 18:57:22
"RT @RickRalphTSN: What is the worst city to visit on the road?  Winnipeg 38%, Buffalo 15%, Ottawa 12%, Edmonton 8%, Carolina 5%.  Overrated…",Muddy Waters,2019-02-28 18:43:42
"Cool #nhl collectible for sale today. Shane Doan #19 autographed Winnipeg Jets jersey. Fun fact; Shane was the last original #nhljets player active in the league until retirement in 2017. $180, comes with COA. https://t.co/sw89VhkZuo",Buy and Sell Store,2019-02-28 18:38:08
"Plenty to hear from the Jets today following practice as they talk about turning things around, the new look lines and more.  Adam Lowry, Bryan Little, Par Lindholm and Dmitry Kulikov spoke.  https://t.co/j7A0l8hJl1",Illegal Curve Hockey,2019-02-28 18:32:42
"Funny. I was flying with the Jets 1.0 (when they flew coach) goalie Tim Cheveldae often let goals in between his legs. When I landed I called a friend and made a joke. He didn’t know it was a joke, told a friend he had at the Winnipeg Sun. They printed it! Retraction 2 days later https://t.co/JpHXk2BCAS",Brent Bellamy,2019-02-28 18:24:55
"RT @RickRalphTSN: What is the worst city to visit on the road?  Winnipeg 38%, Buffalo 15%, Ottawa 12%, Edmonton 8%, Carolina 5%.  Overrated…",David Salter,2019-02-28 18:21:59
"RT @RickRalphTSN: What is the worst city to visit on the road?  Winnipeg 38%, Buffalo 15%, Ottawa 12%, Edmonton 8%, Carolina 5%.  Overrated…",Jets Fan,2019-02-28 18:18:53
"What is the worst city to visit on the road?  Winnipeg 38%, Buffalo 15%, Ottawa 12%, Edmonton 8%, Carolina 5%.  Overrated player?  Laine second at 9%.  Coach to play for besides own? Maurice 4th at 6%.  Best fans?  Jets 4th 8%. https://t.co/Gyx7gT6ag1",Rick Ralph,2019-02-28 18:18:22
Hayes expects to play up and down lineup with Jets @NHLJets https://t.co/uMkXsG46vm,Charlie,2019-02-28 18:02:42
"Former Winnipeg Jets Captain Morris Lukowich talks about his favourite Truehope products and how they have helped him come through difficult stages during his hockey retirement.

""These products have really made... https://t.co/MmIjdgIIYG",Truehope Canada,2019-02-28 18:02:07
"RT @UtilityVoice: Winnipeg Jets Lines
29-55-26
13-17-18
81-12-27
85-9-28
15 22 extras

88-8
5-57
7-83
No 52

37
30

@TSN1290Radio @TSNHockey",Darren Firman,2019-02-28 17:58:34
"RT @ThePuck77: The Winnipeg Jets have a lot of talent in their system. Vesalainen, Niku, Stanley and Comrie are some of their top prospects…",Spencer,2019-02-28 17:46:05
RT @DiamondGallery2: Delighted to work with @NHLJets to create gifts for Pat McDonald and Christina Sjoberg as their husbands are inducted…,Lisa W,2019-02-28 17:35:04
Winnipeg Jets Practice Report https://t.co/Q0w6eEHKBY,NHL Jets,2019-02-28 17:24:04
"RT @UtilityVoice: Winnipeg Jets Lines
29-55-26
13-17-18
81-12-27
85-9-28
15 22 extras

88-8
5-57
7-83
No 52

37
30

@TSN1290Radio @TSNHockey",Jets Fan,2019-02-28 17:22:27
RT @brent_bellamy: Ticket stubs from the very first Winnipeg Jets game in 1972 - against the Ottawa Nationals. https://t.co/1wG1hi7j2a,KSP_Libs,2019-02-28 17:22:26
RT @brent_bellamy: A calender poster of the 1982-83 Winnipeg Jets. Lots of moustaches. https://t.co/50q45HDAQ3,KSP_Libs,2019-02-28 17:22:10
"RT @UtilityVoice: Winnipeg Jets Lines
29-55-26
13-17-18
81-12-27
85-9-28
15 22 extras

88-8
5-57
7-83
No 52

37
30

@TSN1290Radio @TSNHockey",Jim Toth,2019-02-28 17:14:16
RT @IllegalCurve: Winnipeg Jets Practice Report.  https://t.co/j7A0l8hJl1,Dave Minuk,2019-02-28 17:13:36
"RT @UtilityVoice: Winnipeg Jets Lines
29-55-26
13-17-18
81-12-27
85-9-28
15 22 extras

88-8
5-57
7-83
No 52

37
30

@TSN1290Radio @TSNHockey",Nick Hebert,2019-02-28 17:13:01
"Winnipeg Jets Lines
29-55-26
13-17-18
81-12-27
85-9-28
15 22 extras

88-8
5-57
7-83
No 52

37
30

@TSN1290Radio @TSNHockey",Paul Edmonds,2019-02-28 17:12:18
"JETS SNAPSHOTS: Jets have issues, and third periods are near the top #winnipeg #gojetsgo #bhivelabs #bhivenectar #bhivechat #bhive https://t.co/QJBop33Ilo",BHIVE Jets Bee,2019-02-28 17:09:47
Winnipeg Jets Practice Report.  https://t.co/j7A0l8hJl1,Illegal Curve Hockey,2019-02-28 17:07:32
Ticket stubs from the very first Winnipeg Jets game in 1972 - against the Ottawa Nationals. https://t.co/1wG1hi7j2a,Brent Bellamy,2019-02-28 17:00:33
Calling all Winnipegers! I decided to cross something off my bucket list this year and venture to Winnipeg for my first home Jets game (3/16 vs. Calgary).  Anything I must do in WPG during my short time there? Sights? Food? Any recommendations help. Thanks! #Winnipeg #Manitoba,Dakota Gilbert,2019-02-28 16:49:48
A calender poster of the 1982-83 Winnipeg Jets. Lots of moustaches. https://t.co/50q45HDAQ3,Brent Bellamy,2019-02-28 16:46:10
"This #NHLJets player lead all Winnipeg Jets in goals (6438), Assists (14,078), SOG (137,957) and mins played (2,628,000) during his career from 1990-96 in the NHTTL (National Hockey Table Top League). Not much of a personality but he showed up every game. https://t.co/qLbSm7DApM",Bob Essensa’s Blocker,2019-02-28 16:45:20
Hayes expects to play up and down lineup with Jets https://t.co/nrxx09CUHw https://t.co/4WsbXFeind,Jets Army,2019-02-28 16:18:05
@DonLagreca #gamemisconduct Thanks for the tips on Winnipeg couple weeks back. Went to pub you talked about it was great! Love the small intense arena the jets have. Was at the AVS/Canuck game last night. What do you think has turned Avs around?I think goaltending has been better,Brett Lustig,2019-02-28 16:11:47
Warrior Pros Marc #Scheifele and Blake #Wheeler have scored 20% of the goals scored by the Winnipeg Jets this season! @WarriorHockey  #WarriorPro 🤞#warriorvip 🤞 https://t.co/vKNOVu5WpN,Pregame Stickwork,2019-02-28 16:01:46
Both the Jets (in Winnipeg) and the Moose (in Toronto) are scheduled to practice later today.  https://t.co/adyvFeoSiQ,Illegal Curve Hockey,2019-02-28 16:00:01
"This 1990 Winnipeg Jets goalie had a GAA at around 8.43, a SV% at .436 and the most games played in a 2 week span over Xmas. 🤷🏻‍♂️ https://t.co/E0ywQM7FhH",Bob Essensa’s Blocker,2019-02-28 15:49:07
"#Hayes expects to play up and down lineup with #Jets
Sent with ⁦@NHL⁩  https://t.co/kZpZuBTcBF",Sticky8766,2019-02-28 15:46:57
"(I know this doesn’t work logically but just go with me here), what did they only interview players on the Winnipeg Jets? https://t.co/YRtzxUvd5s",Mike Stephens,2019-02-28 15:43:00
RT @WiebeSunSports: Colleague @ScottBilleck joins me for this week’s edition of #NHLJets Setting: https://t.co/HdMaqZoSLR,Scott Billeck,2019-02-28 15:32:02
"#LoadofBull - If the playoffs started today, would anyone be worried about playing the #NHLJets? https://t.co/tsiOTfGQJQ",Dave Turnbull,2019-02-28 15:30:45
"The Jets are planning on upgrading the seating capacity of the Winnipeg arena from 10,000 to 16,000 for next season - no matter what league they're playing in. The team currently has 7500 seasons tickets holders. Plans are to add private boxes for the corporate crowd. Go for it! https://t.co/epoPrVMPAk",1979 Oilers Day by Day,2019-02-28 15:30:40
"After another loss last night, 5-3 to the last place Bulls, the Winnipeg Jets have fired their coach. Larry Hillman, a former player who was too soft as a coach, will be replaced with Tommy McVie, a disciplinarian. Why bother at this point? 19 games left, Jets have no chance. https://t.co/kZXb02NeYd",1979 Oilers Day by Day,2019-02-28 15:15:19
